Small:
 , , , , , , ,9,7,90,65,38,48,17,72,25,8,1,16,44,74,54,67,64,23,60,66
 , , , , , , ,75,95,91,25,54,40,12,59,77,42,93,43,30,0,70,20,82,7,60,2
 , , , , , , ,84,23,30,51,74,8,43,91,52,75,97,33,19,60,88,55,7,96,66,69
 , , , , , , ,38,75,35,8,41,68,0,30,58,59,2,86,53,34,6,7,67,84,64,76
 , , , , , , ,56,63,33,59,0,97,26,38,32,69,93,71,64,27,1,55,35,42,75,70
 , , , , , , ,70,81,3,2,69,85,59,72,15,12,84,66,79,29,5,16,61,51,22,40
 , , , , , , ,55,29,66,56,22,80,75,61,48,51,41,95,20,52,84,39,30,13,42,78
 , , , , , , ,19,94,54,0,87,15,71,35,6,49,48,97,30,81,28,68,66,43,83,45
 , , , , , , ,57,8,50,54,73,79,34,63,61,65,90,13,81,83,67,3,4,20,76,23
 , , , , , , ,39,78,51,35,8,12,89,54,49,83,87,2,63,42,14,67,82,38,80,97
 , , , , , , ,100,0,33,91,69,97,26,24,79,84,88,16,4,53,50,6,52,25,21,76
 , , , , , , ,94,97,28,46,79,6,99,74,81,1,33,37,91,16,57,54,87,12,59,93
 , , , , , , ,1,3,46,26,22,66,70,31,44,9,84,23,71,55,62,96,54,5,81,56
 , , , , , , ,81,28,67,52,44,70,30,13,82,6,61,2,77,69,0,88,27,21,75,26
 , , , , , , ,52,88,97,95,63,78,20,73,36,21,81,46,60,4,79,39,64,32,61,98
 , , , , , , ,20,8,78,56,61,98,30,87,53,50,47,13,68,1,12,77,5,73,24,84
 , , , , , , ,94,64,54,17,78,20,100,36,13,47,89,33,97,30,31,92,21,34,62,90
 , , , , , , ,25,1,97,99,16,15,32,13,68,28,19,31,29,63,92,77,9,37,35,64
 , , , , , , ,45,62,42,23,33,78,26,75,17,34,7,44,91,49,35,9,3,6,13,74
 , , , , , , ,6,99,9,71,28,30,35,13,14,38,57,95,77,0,79,36,47,45,52,56
Med:
 , , , , , , ,11,87,47,58,85,62,73,78,49,14,48,77,19,89,30,13,23,83,56,21,4,36,25,16,20,42,68,29,18,7,71,3,35,26,100,63,8,64,54,98,44,93,57,86,65,27,80,45,10,6
 , , , , , , ,17,98,86,36,59,0,40,73,50,64,27,70,38,2,77,90,62,69,99,22,96,51,5,67,45,32,35,83,39,10,9,58,93,11,3,33,37,88,61,54,21,44,16,85,29,55,43,100,87,6
 , , , , , , ,100,74,68,29,31,86,39,35,60,12,89,25,58,0,69,66,71,77,15,32,36,92,87,24,7,2,17,51,22,40,93,28,57,96,16,34,90,18,78,38,49,64,94,6,37,47,48,82,26,72
 , , , , , , ,15,42,71,3,4,85,77,72,94,7,98,36,67,62,78,31,45,99,82,100,73,1,52,76,80,66,84,43,0,64,12,30,40,8,19,17,91,54,50,39,49,21,59,33,32,60,96,11,25,75
 , , , , , , ,64,0,100,68,74,73,42,8,13,55,31,5,81,70,7,56,83,51,9,53,67,77,19,21,24,65,98,34,33,22,90,76,99,60,95,26,14,18,39,36,44,79,59,41,15,32,2,49,66,62
 , , , , , , ,80,34,78,73,28,9,79,33,75,54,5,97,21,26,47,51,8,61,87,25,62,2,90,7,67,98,59,46,65,81,74,27,93,14,43,82,20,18,96,1,50,17,16,88,63,91,52,53,23,44
 , , , , , , ,98,15,47,26,13,43,11,24,10,28,80,68,45,85,35,90,99,53,20,62,38,30,5,49,100,0,29,3,31,21,89,57,82,77,48,33,55,66,32,34,70,84,17,36,12,8,96,58,60,81
 , , , , , , ,12,10,45,1,25,54,98,43,56,30,24,49,4,79,3,97,29,38,68,71,55,50,66,26,75,15,37,60,14,86,42,35,31,88,85,8,17,72,11,20,9,90,19,33,81,93,36,65,62,34
 , , , , , , ,97,89,10,60,25,76,53,44,26,56,28,9,59,83,78,86,94,3,74,36,6,8,80,87,77,70,91,95,88,96,92,37,49,11,34,15,99,65,21,41,43,90,14,42,54,61,31,63,47,24
 , , , , , , ,42,34,36,75,17,27,15,48,44,94,81,38,25,67,91,79,87,62,51,10,73,99,3,72,98,11,85,14,12,58,28,84,9,37,83,76,77,32,26,57,30,6,21,63,41,4,69,54,89,92
 , , , , , , ,68,87,57,24,53,28,16,33,84,76,32,55,36,17,7,3,75,98,74,96,9,100,97,38,19,62,35,14,34,52,77,92,94,46,56,69,47,82,58,65,37,85,15,59,51,70,4,0,45,89
 , , , , , , ,49,59,86,77,90,74,72,4,55,44,35,6,17,24,57,38,1,99,2,46,10,51,52,20,19,88,23,37,85,22,71,28,31,80,95,45,56,5,65,8,16,15,13,79,26,96,68,53,75,67
